Id,Label,timeset,Degree,Weighted Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
"대다",대다,,296,1842,1,2,0.881443,0.932749,41.049269
"도움",도움,,252,1444,2,2,0.791667,0.868421,22.523427
"명",명,,279,2196,3,2,0.844444,0.907895,31.255808
"자극",자극,,239,1378,0,2,0.768539,0.849415,23.008602
"이라도",이라도,,271,1538,1,2,0.828087,0.896199,31.009812
"아이",아이,,269,1500,3,2,0.824096,0.893275,29.045435
"여기",여기,,295,2294,0,2,0.879177,0.931287,40.608198
"솔직하다",솔직하다,,288,1878,2,2,0.863636,0.921053,36.415984
"듣다",듣다,,306,2356,1,2,0.904762,0.947368,44.382476
"시키다",시키다,,302,2170,1,2,0.895288,0.94152,37.833555
"만나다",만나다,,290,2292,3,2,0.86802,0.923977,34.987493
"장난",장난,,262,1612,3,2,0.810427,0.883041,25.275942
"옷",옷,,276,1780,3,2,0.838235,0.903509,31.269351
"습관",습관,,231,1324,0,2,0.754967,0.837719,22.622765
"말씀",말씀,,269,1548,2,2,0.824096,0.893275,31.224641
"스럽다",스럽다,,296,2026,1,2,0.881443,0.932749,38.409301
"겁니다",겁니다,,256,1334,1,2,0.799065,0.874269,25.748783
"눈",눈,,282,1776,1,2,0.850746,0.912281,34.036777
"저가",저가,,227,968,1,2,0.748359,0.831871,17.976771
"딸",딸,,268,1502,0,2,0.822115,0.891813,26.8909
"여러",여러,,286,1834,2,2,0.859296,0.918129,33.771604
"잘못",잘못,,245,1454,1,2,0.779043,0.858187,21.660549
"힘",힘,,255,1450,1,2,0.797203,0.872807,24.752347
"저녁",저녁,,253,1420,0,2,0.793503,0.869883,25.085901
.....,.....,,227,1054,1,2,0.748359,0.831871,16.664638
"거들다",거들다,,263,1408,2,2,0.812352,0.884503,28.782021
"어디",어디,,276,1786,0,2,0.838235,0.903509,30.180267
"소",소,,257,1326,1,2,0.800937,0.875731,25.082177
"너",너,,283,2042,3,2,0.852868,0.913743,32.675723
"매우",매우,,243,1196,0,2,0.77551,0.855263,22.799107
"입",입,,295,1770,1,2,0.879177,0.931287,37.767839
"사귀다",사귀다,,287,2046,0,2,0.861461,0.919591,35.310941
"인하다",인하다,,269,1724,0,2,0.824096,0.893275,31.896963
"답",답,,262,1634,2,2,0.810427,0.883041,28.25673
"위로",위로,,250,1168,2,2,0.788018,0.865497,27.336142
"의심",의심,,233,1118,2,2,0.758315,0.840643,18.810654
"형",형,,253,1184,1,2,0.793503,0.869883,23.555851
"전남친",전남친,,168,662,3,2,0.662791,0.745614,5.781869
"끊다",끊다,,220,1026,0,2,0.737069,0.821637,19.509701
"가족",가족,,288,1956,3,2,0.863636,0.921053,33.695967
"덥다",덥다,,280,1814,1,2,0.846535,0.909357,31.489266
"대한",대한,,280,1566,2,2,0.846535,0.909357,35.269121
"짓",짓,,274,1964,3,2,0.834146,0.900585,32.968732
"바닥",바닥,,177,724,0,2,0.674556,0.758772,10.313577
"상처",상처,,263,1172,1,2,0.812352,0.884503,25.980765
"지식인",지식인,,282,1812,2,2,0.850746,0.912281,32.572497
"상담",상담,,272,1720,0,2,0.830097,0.897661,31.489178
"년",년,,284,1672,0,2,0.855,0.915205,30.856075
"피다",피다,,230,1144,0,2,0.753304,0.836257,17.572276
"떨어지다",떨어지다,,266,1550,0,2,0.818182,0.888889,28.71235
"젠",젠,,256,1228,1,2,0.799065,0.874269,24.790343
"서로",서로,,248,1236,3,2,0.784404,0.862573,19.500004
"깨다",깨다,,229,1034,1,2,0.751648,0.834795,18.09538
"효과",효과,,207,1076,0,2,0.716981,0.802632,15.241121
"아무렇다",아무렇다,,237,1348,3,2,0.765101,0.846491,22.476045
"대",대,,253,1320,1,2,0.793503,0.869883,26.30505
"잡다",잡다,,258,1246,1,2,0.802817,0.877193,24.391503
"크게",크게,,239,1056,1,2,0.768539,0.849415,20.234198
"볼",볼,,230,1094,2,2,0.753304,0.836257,18.938233
"이야기",이야기,,260,1688,3,2,0.806604,0.880117,27.393698
.),.),,253,1426,2,2,0.793503,0.869883,20.358791
"방학",방학,,248,1304,0,2,0.784404,0.862573,24.320443
"음식",음식,,224,1168,0,2,0.743478,0.827485,20.310545
"두렵다",두렵다,,266,1402,0,2,0.818182,0.888889,29.170036
"낮다",낮다,,217,1058,0,2,0.732334,0.817251,15.509675
"힘드다",힘드다,,237,1234,1,2,0.765101,0.846491,17.993981
"야",야,,259,1242,1,2,0.804706,0.878655,27.652617
"내일",내일,,229,1264,3,2,0.751648,0.834795,20.567966
"뭐라다",뭐라다,,247,1318,2,2,0.782609,0.861111,22.066856
"새벽",새벽,,237,1220,3,2,0.765101,0.846491,18.891603
"누나",누나,,240,944,1,2,0.77027,0.850877,20.090136
"분들",분들,,232,1168,2,2,0.756637,0.839181,18.200825
"당시",당시,,278,1768,3,2,0.842365,0.906433,34.331743
"는걸",는걸,,262,1310,1,2,0.810427,0.883041,25.983257
"줄이다",줄이다,,214,960,0,2,0.72766,0.812865,16.768555
"어쩔",어쩔,,220,996,1,2,0.737069,0.821637,14.480843
"담배",담배,,166,742,3,2,0.660232,0.74269,7.399077
"합의",합의,,233,1388,3,2,0.758315,0.840643,18.450838
"뜨다",뜨다,,245,1162,1,2,0.779043,0.858187,21.192746
"진지하다",진지하다,,234,1058,2,2,0.76,0.842105,19.787055
"님",님,,258,1472,3,2,0.802817,0.877193,28.521861
"대로",대로,,254,1128,1,2,0.795349,0.871345,21.378364
;;,;;,,183,740,2,2,0.682635,0.767544,8.896755
"엉덩이",엉덩이,,269,1384,1,2,0.824096,0.893275,28.452425
"마시다",마시다,,195,956,0,2,0.699387,0.785088,11.582063
"옛날",옛날,,237,1058,2,2,0.765101,0.846491,18.237753
"행위",행위,,250,1198,3,2,0.788018,0.865497,24.81443
"줄어들다",줄어들다,,241,1358,0,2,0.772009,0.852339,20.426994
"행동",행동,,266,1394,3,2,0.818182,0.888889,25.774138
"말씀드리다",말씀드리다,,234,1216,2,2,0.76,0.842105,19.669995
"내용",내용,,288,1688,0,2,0.863636,0.921053,36.218655
"바지",바지,,244,1170,0,2,0.777273,0.856725,21.133415
"들어오다",들어오다,,272,1500,1,2,0.830097,0.897661,27.943248
"돈",돈,,211,844,2,2,0.723044,0.80848,13.497464
"든",든,,234,1058,1,2,0.76,0.842105,21.503896
"여쭈다",여쭈다,,200,912,2,2,0.706612,0.792398,11.569498
"추천",추천,,181,718,2,2,0.67992,0.76462,10.400125
"발",발,,260,1234,1,2,0.806604,0.880117,25.889708
"우리",우리,,209,896,3,2,0.72,0.805556,13.270232
"쪽팔리다",쪽팔리다,,223,846,1,2,0.741866,0.826023,16.270345
"그러면",그러면,,202,904,3,2,0.709544,0.795322,12.474325
"밤",밤,,235,1066,0,2,0.761693,0.843567,18.674395
-,-,,186,732,3,2,0.686747,0.77193,9.466845
"목",목,,189,586,1,2,0.690909,0.776316,9.484806
"어쩌",어쩌,,230,1012,1,2,0.753304,0.836257,18.550535
"어른",어른,,240,1198,1,2,0.77027,0.850877,17.121249
',',,162,654,3,2,0.655172,0.736842,6.855425
"그리다",그리다,,235,984,1,2,0.761693,0.843567,20.46477
"심지어",심지어,,221,1022,1,2,0.738661,0.823099,18.707605
"보내다",보내다,,262,1368,3,2,0.810427,0.883041,24.580956
"으로도",으로도,,229,1116,3,2,0.751648,0.834795,18.556182
"밖",밖,,268,1526,3,2,0.822115,0.891813,27.836909
"순간",순간,,272,1390,0,2,0.830097,0.897661,30.423305
"노력",노력,,244,1192,0,2,0.777273,0.856725,22.981784
"여자애",여자애,,230,1014,1,2,0.753304,0.836257,17.108567
"영상",영상,,275,1694,3,2,0.836186,0.902047,30.965988
"된거",된거,,218,974,3,2,0.733906,0.818713,16.129121
"차이",차이,,217,996,3,2,0.732334,0.817251,13.867674
"이미",이미,,275,1484,1,2,0.836186,0.902047,30.88927
"방",방,,256,1674,3,2,0.799065,0.874269,25.939346
"욕",욕,,265,1440,3,2,0.816229,0.887427,29.436305
"압박",압박,,229,976,0,2,0.751648,0.834795,18.425808
"오",오,,214,874,1,2,0.72766,0.812865,16.852841
"니깐",니깐,,212,788,2,2,0.724576,0.809942,17.16252
"대충",대충,,245,1196,2,2,0.779043,0.858187,25.024733
"온",온,,251,1290,3,2,0.789838,0.866959,23.127096
1~2,1~2,,204,1056,0,2,0.7125,0.798246,13.845419
"가장",가장,,229,1110,0,2,0.751648,0.834795,17.812982
"다가",다가,,242,1244,0,2,0.773756,0.853801,19.512965
"당황",당황,,242,1146,1,2,0.773756,0.853801,22.733621
"풀",풀,,187,772,0,2,0.688129,0.773392,13.049909
"혹은",혹은,,210,912,0,2,0.721519,0.807018,14.64686
"일반",일반,,155,786,3,2,0.646503,0.726608,6.360577
"달라",달라,,257,1312,1,2,0.800937,0.875731,23.029057
.(,.(,,238,1066,2,2,0.766816,0.847953,22.082853
"아무리",아무리,,213,906,1,2,0.726115,0.811404,14.406253
"놓다",놓다,,287,1706,0,2,0.861461,0.919591,34.446145
"애가",애가,,236,1022,1,2,0.763393,0.845029,18.841482
"남기다",남기다,,172,642,2,2,0.667969,0.751462,8.699543
"세다",세다,,210,1054,0,2,0.721519,0.807018,13.026778
"특히",특히,,215,850,1,2,0.729211,0.814327,12.815824
"믿다",믿다,,212,992,2,2,0.724576,0.809942,16.887116
"둘",둘,,240,1082,3,2,0.77027,0.850877,19.675717
"또한",또한,,214,1094,0,2,0.72766,0.812865,16.63643
"찾다",찾다,,246,1388,3,2,0.780822,0.859649,21.950533
"께서",께서,,207,954,2,2,0.716981,0.802632,12.838156
"만들다",만들다,,232,950,1,2,0.756637,0.839181,18.700536
"풀다",풀다,,244,982,1,2,0.777273,0.856725,19.414734
"쭉",쭉,,205,940,1,2,0.713987,0.799708,11.648917
"부탁",부탁,,262,1696,0,2,0.810427,0.883041,28.395263
"조",조,,176,720,2,2,0.673228,0.75731,8.16533
"채",채,,248,1172,1,2,0.784404,0.862573,22.703707
"코",코,,158,482,1,2,0.65019,0.730994,4.680778
"꿈",꿈,,189,646,1,2,0.690909,0.776316,10.579344
"움직이다",움직이다,,183,812,3,2,0.682635,0.767544,11.517347
"예",예,,204,866,2,2,0.7125,0.798246,16.747929
"래",래,,215,800,1,2,0.729211,0.814327,14.109032
"평범하다",평범하다,,224,1040,0,2,0.743478,0.827485,19.874557
"으로는",으로는,,237,1036,3,2,0.765101,0.846491,19.337049
"감",감,,223,1064,0,2,0.741866,0.826023,18.430077
"처벌",처벌,,277,2334,3,2,0.840295,0.904971,29.041557
"성추행",성추행,,269,2370,3,2,0.824096,0.893275,27.538707
"경찰",경찰,,262,2186,3,2,0.810427,0.883041,27.4364
"야동",야동,,275,1736,0,2,0.836186,0.902047,30.722759
"발기부전",발기부전,,201,1304,0,2,0.708075,0.79386,13.221172
"조사",조사,,226,1542,3,2,0.746725,0.830409,17.522843
"성희롱",성희롱,,244,1656,3,2,0.777273,0.856725,20.898439
"조루",조루,,163,740,0,2,0.65643,0.738304,7.049842
"전화",전화,,251,1442,3,2,0.789838,0.866959,22.170212
"사건",사건,,194,988,3,2,0.697959,0.783626,10.224046
"성폭행",성폭행,,243,1422,3,2,0.77551,0.855263,20.433133
"다운",다운,,124,586,3,2,0.610714,0.681287,3.296584
"음란물",음란물,,151,918,3,2,0.641651,0.72076,7.215313
